name,description,wikipedia_url,wikidata_id,birth_date,death_date,cause_of_death,manner_of_death,age_status,minimum_lifespan_days,maximum_lifespan_days,possible_age_range,occupations,wikipedia_cause_of_death,wikipedia_cause_of_death_qids,wikipedia_manner_of_death,wikipedia_manner_of_death_qids,wikipedia_occupations,wikipedia_occupation_qids,wikipedia_death_review_status
Ignatius Croon,painter,https://en.wikipedia.org/wiki/Ignatius_Croon,Q16828471,1639,1667,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",painter,,,,,,,
Johannes Buns,painter from the Northern Netherlands,https://en.wikipedia.org/wiki/Johannes_Buns,Q15431841,1640,1667,,,possible,9497,10226,"26 years, 1 day to 27 years, 364 days",painter,,,,,,,
Richard Rhodes,English playwright,https://en.wikipedia.org/wiki/Richard_Rhodes_(poet),Q18576885,1640,1668,,,possible,9862,10592,"27 years, 1 day to 28 years, 365 days",playwright,,,,,,,
Titus van Rijn,Child of Dutch painter Rembrandt,https://en.wikipedia.org/wiki/Titus_van_Rijn,Q200817,1641-09-22,1668,plague,natural causes,possible,9597,9962,"26 years, 101 days to 27 years, 100 days",art dealer; draftsperson; gallerist; painter,,,,,,,
Claude Duval,French highwayman,https://en.wikipedia.org/wiki/Claude_Duval,Q468832,1643,1670-01-21,hanging to death,capital punishment,possible,9518,9882,"26 years, 21 days to 27 years, 20 days",,,,,,,,
Märet Jonsdotter,Swedish woman executed for witchcraft,https://en.wikipedia.org/wiki/M%C3%A4ret_Jonsdotter,Q4356143,1644,1672,decapitation,capital punishment,possible,9862,10592,"27 years, 1 day to 28 years, 365 days",,,,,,,,
Teresa Chodkiewicz,Polish noble,https://en.wikipedia.org/wiki/Teresa_Chodkiewicz,Q7702117,1645,1672,,,possible,9497,10226,"26 years, 1 day to 27 years, 365 days",,,,,,,,
Matthias Knutzen,German atheist,https://en.wikipedia.org/wiki/Matthias_Knutzen,Q95717,1646,1674,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",philosopher; preacher; teacher; theologian; writer,,,,,,,
Pelham Humfrey,English composer,https://en.wikipedia.org/wiki/Pelham_Humfrey,Q941345,1647,1674-07-14,,,possible,9692,10056,"26 years, 195 days to 27 years, 194 days",composer,,,,,,,
"Henry Hamilton, 2nd Earl of Clanbrassill",,"https://en.wikipedia.org/wiki/Henry_Hamilton,_2nd_Earl_of_Clanbrassil",Q75385392,1647,1675-01-12,,,possible,9874,10238,"27 years, 12 days to 28 years, 11 days",,,,,,,,
Franciscus Gijsbrechts,Flemish painter,https://en.wikipedia.org/wiki/Franciscus_Gijsbrechts,Q3081981,1649,1676; 1677,,,possible,9497,10591,"26 years, 1 day to 28 years, 364 days",painter,,,,,,,
Gualterus Gysaerts,Flemish still life painter,https://en.wikipedia.org/wiki/Gualterus_Gysaerts,Q17424967,1649,1676; 1677,,,possible,9497,10591,"26 years, 1 day to 28 years, 364 days",painter,,,,,,,
Deb Willet,Maid employed by Samuel Pepys,https://en.wikipedia.org/wiki/Deb_Willet,Q5247798,1650,1678,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",maid,,,,,,,
Henry Scougal,Scottish theologian,https://en.wikipedia.org/wiki/Henry_Scougal,Q2544737,1650,1678-06-13,tuberculosis,natural causes,possible,10026,10390,"27 years, 164 days to 28 years, 163 days",clergyman; professor; theologian,,,,,,,
Robert Coke,English Member of Parliament,https://en.wikipedia.org/wiki/Robert_Coke_(King%27s_Lynn_MP),Q24254934,1651,1679-01-19,,,possible,9881,10245,"27 years, 19 days to 28 years, 18 days",politician,,,,,,,
"Sir Christopher Wray, 6th Baronet",English politician and Baronet,"https://en.wikipedia.org/wiki/Sir_Christopher_Wray,_6th_Baronet",Q7526338,1652,1679-08,,,possible,9709,10104,"26 years, 213 days to 27 years, 242 days",politician,,,,,,,
Suzon de Terson,French poet,https://en.wikipedia.org/wiki/Suzon_de_Terson,Q549169,1657,1684; 1685,,,possible,9497,10591,"26 years, 1 day to 28 years, 364 days",poet; writer,,,,,,,
Jan van Almeloveen,Dutch painter,https://en.wikipedia.org/wiki/Jan_van_Almeloveen,Q3806956,1656,1684-05-31,,,possible,10013,10378,"27 years, 152 days to 28 years, 151 days",draftsperson; engraver; etcher; mezzotinter; painter,,,,,,,
"Sir Thomas Bond, 1st Baronet",English baronet,"https://en.wikipedia.org/wiki/Sir_Thomas_Bond,_1st_Baronet",Q782688,1658,1685,,,possible,9498,10226,"26 years, 1 day to 27 years, 364 days",accountant,,,,,,,
Giovanni Battista Marmi,Italian painter,https://en.wikipedia.org/wiki/Giovanni_Battista_Marmi,Q3107076,1659,1686,,,possible,9498,10226,"26 years, 1 day to 27 years, 364 days",painter; portrait painter; sculptor,,,,,,,
Alexander of Courland,German prince,https://en.wikipedia.org/wiki/Alexander_of_Courland,Q876877,1658-10-18,1686-06-28,,,confirmed,10115,10115,"27 years, 253 days",military personnel,,,,,,,
Carl Johann von Königsmarck,"Königsmark [Coningsmark], Karl Johann, Count Königsmark in the Swedish nobility (1659–1686), army officer and accused accessory to murder",https://en.wikipedia.org/wiki/Karl_Johann_von_K%C3%B6nigsmarck,Q263286,1659-05-15,1686-08-27,,,confirmed,9966,9966,"27 years, 104 days",military personnel,,,,,,,
Bengt Gottfried Forselius,Estonian writer,https://en.wikipedia.org/wiki/Bengt_Gottfried_Forselius,Q817220,1660,1688-11-16,drowning,,possible,10182,10547,"27 years, 321 days to 28 years, 320 days",linguist; pedagogue; writer,,,,,,,
Gerard Napier,politician,https://en.wikipedia.org/wiki/Gerard_Napier_(MP_for_Dorchester),Q28227585,1661,1689,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",politician,,,,,,,
Marie-Armande de Rambures,French courtier,https://en.wikipedia.org/wiki/Marie-Armande_de_Rambures,Q106360421,1662,1689,,,possible,9498,10226,"26 years, 1 day to 27 years, 364 days",courtier; maid of honour,,,,,,,
William Cleland,British writer,https://en.wikipedia.org/wiki/William_Cleland_(poet),Q8006886,1661,1689,gunshot wound,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",poet,,,,,,,
"Henry Waldegrave, 1st Baron Waldegrave",English peer and Jacobite supporter,"https://en.wikipedia.org/wiki/Henry_Waldegrave,_1st_Baron_Waldegrave",Q16848674,1661,1689-01-24,,,possible,9886,10250,"27 years, 24 days to 28 years, 23 days",diplomat,,,,,,,
Jacob Querido,Jewish Messiah claimant,https://en.wikipedia.org/wiki/Jacob_Querido,Q631413,1662,1690,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",religious role,,,,,,,
"William Pierrepont, 4th Earl of Kingston-upon-Hull",English Earl,"https://en.wikipedia.org/wiki/William_Pierrepont,_4th_Earl_of_Kingston-upon-Hull",Q8016891,1662,1690-09-17,,,possible,10122,10486,"27 years, 260 days to 28 years, 259 days",,,,,,,,
"Henry FitzRoy, 1st Duke of Grafton",Illegitimate son of King Charles II and English duke,"https://en.wikipedia.org/wiki/Henry_FitzRoy,_1st_Duke_of_Grafton",Q538459,1663-09-28,1690-10-09,,death in battle,confirmed,9873,9873,"27 years, 11 days",politician,,,,,,,
Henry Bayntun,English politician,https://en.wikipedia.org/wiki/Henry_Bayntun_(died_1691),Q5717906,1664-12-17,1691,,,possible,9511,9875,"26 years, 15 days to 27 years, 14 days",politician,,,,,,,
Chevalier de Beauregard,French colonial governor,https://en.wikipedia.org/wiki/Chevalier_de_Beauregard,Q1070891,1665,1692,,,possible,9497,10226,"26 years, 1 day to 27 years, 365 days",military personnel,,,,,,,
Ewert Janssen,Danish architect,https://en.wikipedia.org/wiki/Ewert_Janssen,Q5419019,1665,1692,,,possible,9497,10226,"26 years, 1 day to 27 years, 365 days",architect,,,,,,,
William Mountfort,English actor,https://en.wikipedia.org/wiki/William_Mountfort,Q8015894,1664,1692,stab wound to the chest,homicide,possible,9862,10592,"27 years, 1 day to 28 years, 365 days",actor; playwright; writer,,,,,,,
"Odoardo Farnese, Hereditary Prince of Parma",Prince of Parma,"https://en.wikipedia.org/wiki/Odoardo_Farnese,_Hereditary_Prince_of_Parma",Q964936,1666-08-12,1693-09-06,,,confirmed,9887,9887,"27 years, 25 days",aristocrat,,,,,,,
"James Cecil, 4th Earl of Salisbury",English Earl,"https://en.wikipedia.org/wiki/James_Cecil,_4th_Earl_of_Salisbury",Q3806493,1666,1694,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",politician,,,,,,,
"Sir Edward Wyndham, 2nd Baronet",politician,"https://en.wikipedia.org/wiki/Sir_Edward_Wyndham,_2nd_Baronet",Q7526632,1667,1695-06-29,,,possible,10042,10406,"27 years, 180 days to 28 years, 179 days",politician,,,,,,,
Zhang Zhupo,Qing dynasty editor and critic,https://en.wikipedia.org/wiki/Zhang_Zhupo,Q11068908,1670,1698,,natural causes,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",literary critic; novelist; writer,,,,,,,
Michael Hill,English politician,https://en.wikipedia.org/wiki/Michael_Hill_(1672%E2%80%931699),Q6831136,1672-08-07,1699,,,possible,9643,10007,"26 years, 147 days to 27 years, 146 days",politician,,,,,,,
Bishan Singh,Maharaja of Jaipur,https://en.wikipedia.org/wiki/Bishan_Singh,Q4917332,1672,1699-12-31,,,confirmed,9861,10226,"27 years, 0 days to 27 years, 364 days",,,,,,,,
Jacobus de Baen,Dutch Golden Age,https://en.wikipedia.org/wiki/Jacobus_de_Baen,Q6119912,1673,1700,,,possible,9497,10225,"26 years, 1 day to 27 years, 364 days",painter,,,,,,,
Charlotte of Nassau-Schaumburg,,https://en.wikipedia.org/wiki/Charlotte_of_Nassau-Schaumburg,Q29373969,1672; 1673-09-28,1700-01-30,,,possible,9620,10256,"26 years, 124 days to 28 years, 29 days",,,,,,,,
Lord Henry Cavendish,British politician,https://en.wikipedia.org/wiki/Lord_Henry_Cavendish,Q6679337,1673,1700-05-10,,,possible,9626,9990,"26 years, 130 days to 27 years, 129 days",politician,,,,,,,
Joseph Bradish,American pirate,https://en.wikipedia.org/wiki/Joseph_Bradish,Q6281664,1672-11-28,1700-07-12,,capital punishment,confirmed,10087,10087,"27 years, 226 days",pirate,,,,,,,
Anna Maria Arduino,"Italian socialite, painter and writer",https://en.wikipedia.org/wiki/Anna_Maria_Arduino,Q22069306,1672,1700-12-29,,,possible,10224,10589,"27 years, 363 days to 28 years, 362 days",painter; poet; socialite,,,,,,,
"Edward Rich, 6th Earl of Warwick",English nobleman,"https://en.wikipedia.org/wiki/Edward_Rich,_6th_Earl_of_Warwick",Q3720017,1673,1701-07-31,,,possible,10073,10437,"27 years, 212 days to 28 years, 211 days",,,,,,,,
Francis Brewster,"Irish politician, sometime Lord Mayor of Dublin",https://en.wikipedia.org/wiki/Francis_Brewster_(lord_mayor),Q5480330,1674,1702,,,possible,9862,10590,"27 years, 1 day to 28 years, 364 days",,,,,,,,
"James Annesley, 3rd Earl of Anglesey",English noble,"https://en.wikipedia.org/wiki/James_Annesley,_3rd_Earl_of_Anglesey",Q2701764,1674,1702-01-21,,,possible,9882,10246,"27 years, 21 days to 28 years, 20 days",politician,,,,,,,
Charles Bécart de Granville et de Fonville,"New France attorney, draughtsman and cartographer",https://en.wikipedia.org/wiki/Charles_B%C3%A9cart_de_Granville_et_de_Fonville,Q2958650,1675-05-31,1703-01-02,smallpox,natural causes,confirmed,10077,10077,"27 years, 216 days",illustrator,,,,,,,
Andrew Hamilton,Colonial governor of East and West New Jersey,https://en.wikipedia.org/wiki/Andrew_Hamilton_(New_Jersey_governor),Q4757220,1676,1703-04-20,,,possible,9605,9970,"26 years, 110 days to 27 years, 109 days",event producer; merchant,,,,,,,
Adriaen Oudendijck,Dutch painter,https://en.wikipedia.org/wiki/Adriaen_Oudendijck,Q4684800,1677,1704,,,possible,9496,10225,"26 years, 1 day to 27 years, 365 days",painter,,,,,,,
Constantine Ducas,Voivode of Moldavia,https://en.wikipedia.org/wiki/Constantine_Ducas_(Moldavian_ruler),Q591702,1676,1704,,,possible,9861,10591,"27 years, 1 day to 28 years, 365 days",ruler,,,,,,,
"Sir John Cordell, 3rd Baronet",English politician,"https://en.wikipedia.org/wiki/Sir_John_Cordell,_3rd_Baronet",Q7527681,1677,1704,,,possible,9496,10225,"26 years, 1 day to 27 years, 365 days",politician,,,,,,,
"George Hastings, 8th Earl of Huntingdon",English noble,"https://en.wikipedia.org/wiki/George_Hastings,_8th_Earl_of_Huntingdon",Q5540310,1677,1705-02-22,,,possible,9914,10278,"27 years, 53 days to 28 years, 52 days",military personnel,,,,,,,
Augustin Lippi,French botanist,https://en.wikipedia.org/wiki/Augustin_Lippi,Q767887,1678,1705-11-10,,,possible,9810,10174,"26 years, 314 days to 27 years, 313 days",botanist; physician,,,,,,,
Thomas Mansel,English Member of Parliament,https://en.wikipedia.org/wiki/Thomas_Mansel_(1678%E2%80%931706),Q19059857,1678-05-14,1706-01-18,,,confirmed,10111,10111,"27 years, 249 days",politician,,,,,,,
Philip Monoux,English Member of Parliament,"https://en.wikipedia.org/wiki/Sir_Philip_Monoux,_3rd_Baronet",Q26212961,1679; 1679-01-25,1707; 1707-11-25,,,possible,9862,10590,"27 years, 1 day to 28 years, 364 days",politician,,,,,,,
Cary Newton,,https://en.wikipedia.org/wiki/Cary_Coke,Q75258538,1680-06-09,1707-08-04,,,confirmed,9916,9916,"27 years, 56 days",,,,,,,,
John Benbow,explorer,https://en.wikipedia.org/wiki/John_Benbow_(explorer),Q6221493,1681,1708-11-17,,,possible,9817,10181,"26 years, 322 days to 27 years, 321 days",explorer,,,,,,,
Hedvig Sophia of Sweden,Swedish princess,https://en.wikipedia.org/wiki/Hedvig_Sophia_of_Sweden,Q420706,1681-06-26,1708-12-12,,,confirmed,10030,10030,"27 years, 169 days",politician,,,,,,,
Anna Maria Thelott,Swedish artist,https://en.wikipedia.org/wiki/Anna_Maria_Thelott,Q3307858,1683,1710,plague,natural causes,possible,9497,10225,"26 years, 1 day to 27 years, 364 days",illustrator; painter,,,,,,,
Teresa Lubomirska,Polish noble lady,https://en.wikipedia.org/wiki/Teresa_Lubomirska,Q445865,1685-01-01,1712-01-06,,,confirmed,9865,9865,"27 years, 5 days",,,,,,,,
William Harrison,English poet and diplomat,https://en.wikipedia.org/wiki/William_Harrison_(poet),Q8010942,1685,1713-02-14,,,possible,9906,10270,"27 years, 45 days to 28 years, 44 days",diplomat; journalist; poet,,,,,,,
"Elizabeth Churchill, Countess of Bridgewater",noblewoman,"https://en.wikipedia.org/wiki/Elizabeth_Churchill,_Countess_of_Bridgewater",Q50848258,1687-03-15,1713-03-22; 1714-03-22,,,possible,9503,9868,"26 years, 7 days to 27 years, 7 days",,,,,,,,
"Charles of France, Duke of Berry",French noble,"https://en.wikipedia.org/wiki/Charles,_Duke_of_Berry_(1686%E2%80%931714)",Q317929,1686-08-31,1714-05-04; 1714-05-05,horse fall; hunting accident,accidental death,confirmed,10107,10108,"27 years, 246 days to 27 years, 247 days",aristocrat,,,,,,,
John Strangways,British Member of Parliament,https://en.wikipedia.org/wiki/John_Strangways_(died_1716),Q36710154,1688,1716-05-05,,,possible,9986,10351,"27 years, 126 days to 28 years, 125 days",politician,,,,,,,
Aleksander Dominik Lubomirski,Polish noble,https://en.wikipedia.org/wiki/Aleksander_Dominik_Lubomirski,Q4714934,1693,1720,,,possible,9496,10225,"26 years, 1 day to 27 years, 365 days",aristocrat,,,,,,,
William Dunlop,professor of church history in the university of Edinburgh,https://en.wikipedia.org/wiki/William_Dunlop_(ecclesiastical_historian),Q8008129,1692,1720,,,possible,9861,10591,"27 years, 1 day to 28 years, 365 days",historian,,,,,,,
Edward Talbot,English Archdeacon,https://en.wikipedia.org/wiki/Edward_Talbot_(priest),Q16859590,1693,1720-12-09,,,possible,9839,10203,"26 years, 344 days to 27 years, 343 days",cleric,,,,,,,
"Charles Howard, 7th Earl of Suffolk",English Earl,"https://en.wikipedia.org/wiki/Charles_Howard,_7th_Earl_of_Suffolk",Q5079168,1693-05-09,1721-02-08; 1722-02-08,,,possible,10136,10501,"27 years, 275 days to 28 years, 275 days",politician,,,,,,,
Bhupatindra Malla,Malla ruler,https://en.wikipedia.org/wiki/Bhupatindra_Malla,Q13184445,1695,1722,,,possible,9497,10225,"26 years, 1 day to 27 years, 364 days",,,,,,,,
Christopher Moody,pirate,https://en.wikipedia.org/wiki/Christopher_Moody,Q1444723,1694,1722,hanging to death,capital punishment,possible,9862,10590,"27 years, 1 day to 28 years, 364 days",privateer,,,,,,,
Fath-Ali Khan Daghestani,Lezgian vizier of the Safavid Empire,https://en.wikipedia.org/wiki/Fath-Ali_Khan_Daghestani,Q19560464,1694,1722,,,possible,9862,10590,"27 years, 1 day to 28 years, 364 days",politician,,,,,,,
James Stuart,British politician,"https://en.wikipedia.org/wiki/James_Stuart,_2nd_Earl_of_Bute",Q245654,1696,1723,,,possible,9496,10225,"26 years, 1 day to 27 years, 364 days",politician,,,,,,,
Judith Drake,English writer and intellectual,https://en.wikipedia.org/wiki/Judith_Drake,Q6303362,1696,1723,,,possible,9496,10225,"26 years, 1 day to 27 years, 364 days",essayist,,,,,,,
Johann Christian Günther,German poet,https://en.wikipedia.org/wiki/Johann_Christian_G%C3%BCnther,Q64642,1695-04-08,1723-03-15,,,confirmed,10202,10202,"27 years, 341 days",librettist; playwright; poet; writer,,,,,,,
"Jules, Prince of Soubise",French noble,"https://en.wikipedia.org/wiki/Jules_de_Rohan,_3rd_Prince_of_Soubise",Q2058648,1697-01-16,1724-05-06,smallpox,natural causes,confirmed,9971,9971,"27 years, 111 days",aristocrat,,,,,,,
Maria Romberg,Swedish murderer,https://en.wikipedia.org/wiki/Maria_Romberg,Q4975324,1697,1725-04-14,decapitation,,possible,9965,10329,"27 years, 104 days to 28 years, 103 days",,,,,,,,
Mahmud Hotaki,Hotak ruler of Iran from 1722 to 1725,https://en.wikipedia.org/wiki/Mahmud_Hotak,Q31494,1697,1725-04-22,,,possible,9973,10337,"27 years, 112 days to 28 years, 111 days",politician,,,,,,,
John Gow,Scottish pirate,https://en.wikipedia.org/wiki/John_Gow,Q1700259,1698,1725-06-11,hanging to death,capital punishment,possible,9658,10022,"26 years, 162 days to 27 years, 161 days",pirate,,,,,,,
William Fly,English pirate,https://en.wikipedia.org/wiki/William_Fly,Q2248991,1699,1726-07-12,hanging to death,capital punishment,possible,9689,10053,"26 years, 193 days to 27 years, 192 days",executioner; military personnel; sailor,,,,,,,
Edward Stradling,Welsh politician,https://en.wikipedia.org/wiki/Edward_Stradling_(1699%E2%80%931726),Q17180972,1699-03-30,1726-10-03,,,confirmed,10048,10048,"27 years, 187 days",politician,,,,,,,
Percy Freke,Irish politician,"https://en.wikipedia.org/wiki/Sir_Percy_Freke,_2nd_Baronet",Q7167351,1700-04-30,1728-04-10,,,confirmed,10207,10207,"27 years, 346 days",politician,,,,,,,
John Gaspar Scheuchzer,Swiss naturalist and physician,https://en.wikipedia.org/wiki/Johann_Caspar_Scheuchzer,Q1692866,1702-01-26,1729-04-21,,,confirmed,9947,9947,"27 years, 85 days",japanologist; naturalist; physician; translator,,,,,,,
"Robert Spencer, 4th Earl of Sunderland",British peer,"https://en.wikipedia.org/wiki/Robert_Spencer,_4th_Earl_of_Sunderland",Q3938430,1701-10-24,1729-09-15,,,confirmed,10188,10188,"27 years, 326 days",,,,,,,,
"Edward Ward, 9th Baron Dudley",English noble,"https://en.wikipedia.org/wiki/Edward_Ward,_9th_Baron_Dudley",Q5345802,1704-06-16,1731-09-06,,,confirmed,9943,9943,"27 years, 82 days",,,,,,,,
Jane Cibber,British actress,https://en.wikipedia.org/wiki/Jane_Cibber,Q99254424,1706,1733,,,possible,9498,10226,"26 years, 1 day to 27 years, 364 days",actor; stage actor,,,,,,,
Rebekah Chamblit,American murderer,https://en.wikipedia.org/wiki/Rebekah_Chamblit,Q7301995,1706,1733,,capital punishment,possible,9498,10226,"26 years, 1 day to 27 years, 364 days",,,,,,,,
"Frederick William II, Prince of Nassau-Siegen",Prince of Nassau-Siegen,"https://en.wikipedia.org/wiki/Frederick_William_II,_Prince_of_Nassau-Siegen",Q831684,1706-11-11,1734-03-02,,,confirmed,9973,9973,"27 years, 111 days",military personnel; Prince of Nassau-Siegen,,,,,,,
Jane Colman Turell,American poet,https://en.wikipedia.org/wiki/Jane_Turell,Q1682584,1708-02-25,1735-03-26,,,confirmed,9891,9891,"27 years, 29 days",poet; writer,,,,,,,
"Nevill Lovelace, 6th Baron Lovelace",Peerage person ID=12853,"https://en.wikipedia.org/wiki/Neville_Lovelace,_6th_Baron_Lovelace",Q74142708,1708,1736,,,possible,9862,10592,"27 years, 1 day to 28 years, 365 days",,,,,,,,
